timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-14T17:18:30,codecarbon,071f9b0e-a7eb-42b0-89c4-6d76a3e017ad,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,42.872970140999314,0.03894534450085106,0.0009083892338871975,42.5,68.69869497760094,10.0,0.05074087917590493,0.08284419599752602,0.01193862803800553,0.14552370321143648,0.0,Netherlands,NLD,,,,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,,,12.671436309814453,machine,N,1.0,0.0
